City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,tarata,-17.6167,-66.0167,68.07,28,few clouds,8.5,BO,1667408395
305,aguililla,18.7333,-102.7333,76.39,72,light rain,3.96,MX,1667408396
306,itoman,26.1247,127.6694,73.42,88,broken clouds,9.22,JP,1667408396
307,umm kaddadah,13.6017,26.6876,80.37,14,scattered clouds,14.0,SD,1667408396
308,samarai,-10.6167,150.6667,80.82,80,scattered clouds,3.96,PG,1667408397
309,bazarnyye mataki,54.8833,49.9333,28.89,93,scattered clouds,6.62,RU,1667408397
310,lerwick,60.1545,-1.1494,50.0,82,overcast clouds,31.0,GB,1667408397
311,ponta delgada,37.7333,-25.6667,71.51,94,broken clouds,16.11,PT,1667408398
312,williams lake,52.1415,-122.1445,24.06,67,few clouds,13.8,CA,1667408100
313,kondinskoye,59.6481,67.41,35.44,90,overcast clouds,11.77,RU,1667408398
314,marrakesh,31.6315,-8.0083,84.27,23,broken clouds,9.22,MA,1667408398
315,dawson creek,55.7666,-120.2362,10.04,79,light snow,6.91,CA,1667408158
316,niles,42.0189,-87.8028,69.42,60,clear sky,4.0,US,1667408399
317,coolum beach,-26.5333,153.1,54.1,76,clear sky,7.23,AU,1667408400
318,plettenberg bay,-34.0527,23.3716,63.9,93,moderate rain,5.41,ZA,1667408401
319,petropavlovsk-kamchatskiy,53.0452,158.6483,32.38,57,overcast clouds,6.11,RU,1667408402
320,boulder city,35.9786,-114.8325,60.44,41,clear sky,9.22,US,1667408403
321,egvekinot,66.3167,-179.1667,1.15,93,overcast clouds,7.96,RU,1667408403
322,mattru,7.6244,-11.8332,78.91,79,light rain,4.72,SL,1667408404
323,fort morgan,40.2503,-103.8,59.65,23,clear sky,5.75,US,1667408143
324,chibombo,-14.6569,28.0706,77.65,44,scattered clouds,8.77,ZM,1667408405
325,mahibadhoo,3.7833,72.9667,82.06,76,clear sky,12.82,MV,1667408407
326,kutum,14.2,24.6667,72.3,18,scattered clouds,13.09,SD,1667408407
327,mamou,10.5,-12.0,81.34,58,clear sky,4.56,GN,1667408409
328,scarborough,54.2797,-0.4044,56.66,78,moderate rain,10.0,GB,1667408121
329,coahuayana,18.7333,-103.6833,86.18,63,clear sky,2.51,MX,1667408409
330,eden,36.4885,-79.7667,70.02,55,clear sky,0.0,US,1667408410
331,narsaq,60.9167,-46.05,26.82,72,clear sky,6.17,GL,1667408410
